order_id,shipping_date,delivery_date,courier_name,shipping_status
566,2023-01-28,2023-02-03,Delhivery,Delivered
567,2023-12-05,,Blue Dart,In Transit
568,2024-05-28,,Ecom Express,In Transit
569,2024-12-25,2024-12-31,Ecom Express,Delivered
570,2023-08-08,,Blue Dart,In Transit
571,2024-08-07,2024-08-14,Delhivery,Delivered
572,2025-05-01,,XpressBees,In Transit
573,2025-05-01,2025-05-03,Delhivery,Delivered
574,,,Ekart,Pending
575,2025-04-24,2025-04-30,DTDC,Delivered
576,2023-11-06,2023-11-13,XpressBees,Delivered
577,2023-12-21,2023-12-23,DTDC,Delivered
578,2023-05-21,2023-05-25,DTDC,Delivered
579,2023-12-07,2023-12-14,XpressBees,Delivered
580,2023-08-21,,XpressBees,In Transit
581,2024-12-07,2024-12-09,DTDC,Delivered
582,2024-11-12,2024-11-15,Ekart,Delivered
583,2023-06-08,,DTDC,In Transit
584,,,Blue Dart,Pending
585,2023-09-13,2023-09-18,XpressBees,Delivered
586,2025-04-20,2025-04-24,Delhivery,Delivered
587,2025-04-21,2025-04-23,Ecom Express,Delivered
588,,,Ecom Express,Pending
589,2024-10-03,2024-10-08,Blue Dart,Delivered
590,2024-05-29,2024-06-03,XpressBees,Delivered
591,2023-02-21,2023-02-27,Ecom Express,Delivered
592,2023-09-17,2023-09-20,Ecom Express,Delivered
593,2023-05-15,2023-05-22,DTDC,Delivered
594,2025-05-03,,Delhivery,In Transit
595,2025-06-19,2025-06-26,XpressBees,Delivered
596,2024-03-03,2024-03-05,Ekart,Delivered
597,2023-05-02,,Blue Dart,In Transit
598,2023-12-26,,Ecom Express,In Transit
599,2024-02-10,2024-02-12,Delhivery,Delivered
600,2024-07-30,2024-08-06,Delhivery,Delivered
601,2023-03-26,2023-04-02,Ecom Express,Delivered
602,2023-03-08,2023-03-12,Blue Dart,Delivered
603,2025-02-22,,Ecom Express,In Transit
604,,,Ekart,Pending
605,2025-06-19,2025-06-21,XpressBees,Delivered
606,2023-06-12,2023-06-18,Ecom Express,Delivered
607,2023-02-05,2023-02-12,Delhivery,Delivered
608,2023-05-09,2023-05-16,Delhivery,Delivered
609,,,XpressBees,Pending
610,2023-05-30,2023-06-05,DTDC,Delivered
611,2024-01-07,2024-01-14,XpressBees,Delivered
612,,,Blue Dart,Pending
613,2025-06-15,,Delhivery,In Transit
614,2024-07-16,,XpressBees,In Transit
615,2025-02-08,2025-02-10,DTDC,Delivered
616,2023-02-24,,Ecom Express,In Transit
617,2025-01-01,2025-01-03,Ecom Express,Delivered
618,2025-03-14,2025-03-16,Delhivery,Delivered
619,2024-02-21,2024-02-24,DTDC,Delivered
620,2025-04-29,2025-05-03,Blue Dart,Delivered
621,2023-12-21,2023-12-23,XpressBees,Delivered
622,2024-09-19,2024-09-26,DTDC,Delivered
623,2023-10-08,2023-10-13,Ekart,Delivered
624,2025-01-01,2025-01-08,Ecom Express,Delivered
625,2025-03-19,2025-03-26,Ecom Express,Delivered
626,2023-10-28,2023-11-04,Ecom Express,Delivered
627,2023-05-25,,Ecom Express,In Transit
628,2023-09-11,2023-09-15,XpressBees,Delivered
629,2023-02-15,,XpressBees,In Transit
630,2025-02-12,2025-02-15,Ekart,Delivered
631,2023-05-26,2023-05-29,Blue Dart,Delivered
632,2023-08-16,2023-08-18,Ekart,Delivered
633,2024-07-12,2024-07-14,XpressBees,Delivered
634,2025-06-15,2025-06-22,Ekart,Delivered
635,2024-08-29,2024-09-01,Ecom Express,Delivered
636,2023-05-15,2023-05-18,Delhivery,Delivered
637,2024-01-10,,Delhivery,In Transit
638,2023-01-02,2023-01-04,Ecom Express,Delivered
639,2024-07-09,2024-07-15,Delhivery,Delivered
640,2023-01-18,2023-01-25,Ecom Express,Delivered
641,2023-11-01,,XpressBees,In Transit
642,2024-11-27,,Ekart,In Transit
643,2024-01-26,,Blue Dart,In Transit
644,,,XpressBees,Pending
645,2023-05-01,2023-05-07,Ecom Express,Delivered
646,2024-09-09,2024-09-15,Ekart,Delivered
647,2023-03-04,2023-03-11,DTDC,Delivered
648,2023-05-26,,Delhivery,In Transit
649,2023-01-25,2023-01-27,Delhivery,Delivered
650,2023-04-25,2023-05-02,Ecom Express,Delivered
651,,,XpressBees,Pending
652,2024-03-02,2024-03-06,Blue Dart,Delivered
653,2023-11-08,2023-11-12,XpressBees,Delivered
654,2024-11-02,2024-11-06,Delhivery,Delivered
655,2023-05-17,2023-05-22,XpressBees,Delivered
656,2023-07-17,2023-07-21,Ecom Express,Delivered
657,2024-12-20,2024-12-23,DTDC,Delivered
658,2024-10-12,2024-10-19,Delhivery,Delivered
659,2024-02-01,2024-02-08,XpressBees,Delivered
660,2024-12-17,2024-12-20,Blue Dart,Delivered
661,2024-11-25,2024-12-02,XpressBees,Delivered
662,2024-01-23,2024-01-30,Blue Dart,Delivered
663,2024-04-21,2024-04-27,Blue Dart,Delivered
664,2023-09-28,,Blue Dart,In Transit
665,2024-01-02,2024-01-09,DTDC,Delivered
666,2023-10-22,2023-10-29,DTDC,Delivered
667,2024-07-01,2024-07-06,Blue Dart,Delivered
668,2025-01-03,2025-01-08,Ecom Express,Delivered
669,2024-11-19,2024-11-25,Delhivery,Delivered
670,2024-06-17,2024-06-19,XpressBees,Delivered
671,2023-01-30,2023-02-01,Ecom Express,Delivered
672,2024-03-11,,DTDC,In Transit
673,2024-02-27,2024-03-04,Blue Dart,Delivered
674,2024-06-10,,DTDC,In Transit
675,2024-04-13,2024-04-20,DTDC,Delivered
676,,,Ekart,Pending
677,2023-06-27,2023-07-04,Blue Dart,Delivered
678,2024-10-15,2024-10-18,Blue Dart,Delivered
679,2023-09-11,,Ecom Express,In Transit
680,2024-06-05,2024-06-11,Ecom Express,Delivered
681,2025-02-08,2025-02-13,Ecom Express,Delivered
682,2024-06-28,2024-07-02,Delhivery,Delivered
683,2025-06-04,2025-06-11,Blue Dart,Delivered
684,2024-01-06,2024-01-09,Ekart,Delivered
685,2023-04-20,2023-04-23,Ecom Express,Delivered
686,2025-03-29,2025-04-04,Delhivery,Delivered
687,2023-06-17,2023-06-20,Ekart,Delivered
688,2025-02-07,2025-02-11,Blue Dart,Delivered
689,2023-02-18,2023-02-22,Ecom Express,Delivered
690,2024-10-19,2024-10-22,Ekart,Delivered
691,2024-06-29,2024-07-03,Ekart,Delivered
692,2023-06-27,2023-07-03,Delhivery,Delivered
693,2025-05-27,2025-05-31,Delhivery,Delivered
694,2025-02-01,2025-02-05,Blue Dart,Delivered
695,2023-09-30,2023-10-03,Delhivery,Delivered
696,,,Delhivery,Pending
697,2023-01-22,,XpressBees,In Transit
698,2024-02-11,,DTDC,In Transit
699,2024-07-24,2024-07-27,XpressBees,Delivered
700,,,Delhivery,Pending
701,2023-10-16,2023-10-22,Ekart,Delivered
702,2023-11-04,2023-11-07,Blue Dart,Delivered
703,,,XpressBees,Pending
704,2023-08-30,2023-09-02,XpressBees,Delivered
705,2025-03-13,2025-03-19,Delhivery,Delivered
706,2023-05-14,2023-05-19,DTDC,Delivered
707,2024-11-17,,DTDC,In Transit
708,2023-12-15,2023-12-18,Ecom Express,Delivered
709,2024-12-01,2024-12-04,XpressBees,Delivered
710,,,Blue Dart,Pending
711,2023-04-01,2023-04-03,Ecom Express,Delivered
712,2023-11-24,2023-11-27,Ekart,Delivered
713,2024-05-20,2024-05-24,Ekart,Delivered
714,2023-04-28,2023-05-05,DTDC,Delivered
715,2025-01-26,2025-01-30,Ecom Express,Delivered
716,2025-04-16,,Blue Dart,In Transit
717,2025-06-08,2025-06-10,Ekart,Delivered
718,2023-04-19,2023-04-26,XpressBees,Delivered
719,2025-03-17,,Blue Dart,In Transit
720,2023-03-13,2023-03-17,Delhivery,Delivered
721,2024-01-25,,XpressBees,In Transit
722,2023-10-12,2023-10-17,DTDC,Delivered
723,2023-08-13,,Ecom Express,In Transit
724,2024-01-18,2024-01-22,XpressBees,Delivered
725,,,DTDC,Pending
726,,,Ecom Express,Pending
727,2024-05-06,,Delhivery,In Transit
728,2024-01-05,,Delhivery,In Transit
729,2024-11-18,,Ecom Express,In Transit
730,2024-08-14,2024-08-21,XpressBees,Delivered
731,2023-05-15,2023-05-17,DTDC,Delivered
732,2023-06-28,2023-07-05,Ekart,Delivered
733,2024-02-29,2024-03-05,XpressBees,Delivered
734,2023-01-26,,Blue Dart,In Transit
735,2023-03-01,2023-03-08,Blue Dart,Delivered
736,,,Delhivery,Pending
737,,,Ekart,Pending
738,2024-01-23,,XpressBees,In Transit
739,2025-05-20,,Delhivery,In Transit
740,2023-12-04,2023-12-09,Ekart,Delivered
741,2023-02-13,,Blue Dart,In Transit
742,2025-03-13,2025-03-20,Delhivery,Delivered
743,2025-04-18,2025-04-21,DTDC,Delivered
744,2025-01-24,2025-01-26,XpressBees,Delivered
745,2025-01-11,2025-01-14,Delhivery,Delivered
746,2025-06-10,2025-06-17,Blue Dart,Delivered
747,2025-06-03,2025-06-09,XpressBees,Delivered
748,2023-05-18,2023-05-25,Blue Dart,Delivered
749,2024-02-19,2024-02-24,Blue Dart,Delivered
750,2024-01-10,2024-01-15,XpressBees,Delivered
751,2025-04-12,2025-04-17,Delhivery,Delivered
752,2023-10-17,2023-10-24,Ekart,Delivered
753,2023-10-21,2023-10-23,XpressBees,Delivered
754,2025-03-30,,Ekart,In Transit
755,2025-03-24,2025-03-27,Ecom Express,Delivered
756,2023-08-08,,Ecom Express,In Transit
757,2025-01-24,2025-01-27,Delhivery,Delivered
758,2023-12-22,2023-12-24,XpressBees,Delivered
759,,,XpressBees,Pending
760,2024-08-06,2024-08-12,Ekart,Delivered
761,2023-12-13,2023-12-20,Delhivery,Delivered
762,2024-12-14,2024-12-19,Ecom Express,Delivered
763,2024-04-24,,Blue Dart,In Transit
764,2023-06-12,2023-06-15,Blue Dart,Delivered
765,2023-11-30,2023-12-03,DTDC,Delivered
766,2023-04-21,2023-04-24,DTDC,Delivered
767,,,Delhivery,Pending
768,2024-05-11,2024-05-15,Ekart,Delivered
769,2024-02-27,2024-03-03,Ecom Express,Delivered
770,2024-05-08,2024-05-10,DTDC,Delivered
771,2024-10-13,,Ecom Express,In Transit
772,2023-03-17,2023-03-22,Ekart,Delivered
773,2024-06-23,2024-06-30,Ecom Express,Delivered
774,2025-06-01,2025-06-06,Delhivery,Delivered
775,2024-02-24,,DTDC,In Transit
776,2023-02-08,2023-02-11,DTDC,Delivered
777,2024-01-13,,Ekart,In Transit
778,2024-03-18,,DTDC,In Transit
779,2025-03-27,,Delhivery,In Transit
780,,,Ekart,Pending
781,2024-04-30,2024-05-05,Delhivery,Delivered
782,2023-12-08,,Blue Dart,In Transit
783,2024-04-25,2024-04-29,Ekart,Delivered
784,2024-11-14,2024-11-19,Ekart,Delivered
785,2023-10-26,2023-11-02,Blue Dart,Delivered
786,2024-04-26,2024-04-29,Blue Dart,Delivered
787,2024-06-23,2024-06-25,Blue Dart,Delivered
788,2025-01-13,2025-01-16,Ecom Express,Delivered
789,2023-05-26,2023-05-30,Ecom Express,Delivered
790,2024-11-08,2024-11-10,Ecom Express,Delivered
791,2023-01-29,2023-02-02,DTDC,Delivered
792,2025-04-17,2025-04-23,Delhivery,Delivered
793,2024-05-19,2024-05-22,DTDC,Delivered
794,2024-09-27,2024-10-04,Ekart,Delivered
795,2025-01-26,,Ecom Express,In Transit
796,2025-01-16,2025-01-22,DTDC,Delivered
797,2024-04-29,2024-05-06,DTDC,Delivered
798,2025-06-17,2025-06-20,Ekart,Delivered
799,2024-10-08,2024-10-15,Blue Dart,Delivered
800,2023-02-08,2023-02-11,DTDC,Delivered
801,2023-12-15,2023-12-17,XpressBees,Delivered
802,2023-04-19,,Blue Dart,In Transit
803,2024-12-21,2024-12-24,Ecom Express,Delivered
804,2024-11-22,2024-11-24,DTDC,Delivered
805,2023-12-28,2024-01-04,Ekart,Delivered
806,2025-05-07,2025-05-13,Delhivery,Delivered
807,2023-04-23,,Delhivery,In Transit
808,2023-09-23,,Ekart,In Transit
809,2023-08-02,2023-08-09,Ekart,Delivered
810,2024-01-30,2024-02-06,Ecom Express,Delivered
811,2023-11-12,2023-11-15,Ecom Express,Delivered
812,2023-08-25,2023-09-01,Ekart,Delivered
813,2025-01-24,,Ecom Express,In Transit
814,2023-05-13,2023-05-15,Ekart,Delivered
815,2024-05-06,,Delhivery,In Transit
816,2024-06-11,,Delhivery,In Transit
817,2024-10-15,2024-10-22,Ekart,Delivered
818,2025-02-24,2025-02-28,Delhivery,Delivered
819,2023-11-29,,XpressBees,In Transit
820,2023-04-07,2023-04-14,Ecom Express,Delivered
821,2024-01-05,2024-01-10,Blue Dart,Delivered
822,2024-12-09,2024-12-16,DTDC,Delivered
823,,,DTDC,Pending
824,2023-06-23,,DTDC,In Transit
825,2023-01-29,2023-02-04,Ekart,Delivered
826,2025-06-04,2025-06-08,Blue Dart,Delivered
827,2023-02-12,2023-02-18,XpressBees,Delivered
828,2024-09-01,,XpressBees,In Transit
829,2025-02-27,,Ecom Express,In Transit
830,2024-12-27,2025-01-01,Ekart,Delivered
831,,,Blue Dart,Pending
832,2023-08-30,2023-09-03,Ekart,Delivered
833,2024-05-07,2024-05-12,Delhivery,Delivered
834,2024-08-04,2024-08-07,Blue Dart,Delivered
835,2024-09-10,2024-09-13,DTDC,Delivered
836,2023-10-18,2023-10-21,Delhivery,Delivered
837,2024-10-15,,XpressBees,In Transit
838,2023-08-09,2023-08-15,Delhivery,Delivered
839,,,XpressBees,Pending
840,2023-02-22,2023-02-25,Ecom Express,Delivered
841,2023-04-04,2023-04-08,DTDC,Delivered
842,2025-06-11,2025-06-17,Ekart,Delivered
843,2024-03-17,,Ecom Express,In Transit
844,2025-05-01,2025-05-04,Ecom Express,Delivered
845,2025-02-19,2025-02-21,XpressBees,Delivered
846,2025-06-02,2025-06-06,DTDC,Delivered
847,2024-01-04,,Blue Dart,In Transit
848,2025-01-10,2025-01-16,XpressBees,Delivered
849,2024-11-07,2024-11-09,Blue Dart,Delivered
850,2023-08-09,,Ekart,In Transit
851,2024-12-24,,Delhivery,In Transit
852,2023-01-03,,Blue Dart,In Transit
853,2024-07-29,2024-08-05,Ecom Express,Delivered
854,2025-02-06,2025-02-08,Delhivery,Delivered
855,2024-09-09,2024-09-11,XpressBees,Delivered
856,2024-02-13,2024-02-17,Blue Dart,Delivered
857,2023-04-11,2023-04-18,DTDC,Delivered
858,2024-09-09,2024-09-11,Ecom Express,Delivered
859,2024-10-14,2024-10-16,Delhivery,Delivered
860,2023-03-25,2023-03-31,Ekart,Delivered
861,,,Ekart,Pending
862,2024-05-02,,Ekart,In Transit
863,2025-05-16,2025-05-20,Ekart,Delivered
864,2025-05-28,2025-06-03,Ecom Express,Delivered
865,2023-07-23,2023-07-28,DTDC,Delivered
866,2023-08-18,2023-08-25,Blue Dart,Delivered
867,2024-07-21,,Blue Dart,In Transit
868,,,Ekart,Pending
869,2023-06-24,2023-06-27,Blue Dart,Delivered
870,,,Blue Dart,Pending
871,2023-10-19,2023-10-25,Blue Dart,Delivered
872,2024-02-25,2024-03-01,Ekart,Delivered
873,2024-09-27,2024-09-30,Blue Dart,Delivered
874,2023-01-31,2023-02-02,Blue Dart,Delivered
875,2023-08-06,,XpressBees,In Transit
876,2023-08-26,2023-08-30,Ecom Express,Delivered
877,2025-06-11,2025-06-16,Ecom Express,Delivered
878,2025-05-08,2025-05-15,Delhivery,Delivered
879,2024-11-05,2024-11-10,Blue Dart,Delivered
880,2025-04-20,,Delhivery,In Transit
881,2023-04-27,,Ecom Express,In Transit
882,2023-10-14,,Ekart,In Transit
883,2023-10-22,2023-10-26,XpressBees,Delivered
884,2023-05-20,,XpressBees,In Transit
885,2025-01-17,2025-01-22,Delhivery,Delivered
886,2025-03-06,2025-03-08,XpressBees,Delivered
887,2024-05-17,,Ecom Express,In Transit
888,2023-02-08,2023-02-12,Blue Dart,Delivered
889,2024-04-03,2024-04-06,Delhivery,Delivered
890,2025-05-27,2025-05-30,XpressBees,Delivered
891,2023-03-08,2023-03-15,Ekart,Delivered
892,2024-07-20,2024-07-27,Ecom Express,Delivered
893,,,DTDC,Pending
894,2023-05-16,2023-05-23,Blue Dart,Delivered
895,2023-02-10,2023-02-12,Blue Dart,Delivered
896,2024-01-12,2024-01-19,Delhivery,Delivered
897,2024-06-20,2024-06-25,Ekart,Delivered
898,2024-06-18,2024-06-22,Ekart,Delivered
899,2023-09-28,2023-09-30,Ekart,Delivered
900,,,XpressBees,Pending
901,2024-09-11,,XpressBees,In Transit
902,2025-04-01,2025-04-04,XpressBees,Delivered
903,2024-08-03,2024-08-05,XpressBees,Delivered
904,2023-06-27,2023-06-29,XpressBees,Delivered
905,,,XpressBees,Pending
906,2024-10-20,2024-10-27,Ecom Express,Delivered
907,2024-10-23,2024-10-27,Ecom Express,Delivered
908,2024-05-11,,XpressBees,In Transit
909,2023-06-09,,Ekart,In Transit
910,2024-08-20,2024-08-25,Delhivery,Delivered
911,2024-01-16,,Blue Dart,In Transit
912,2024-10-04,2024-10-06,XpressBees,Delivered
913,2023-06-18,2023-06-23,XpressBees,Delivered
914,2025-02-18,2025-02-20,DTDC,Delivered
915,2024-07-17,2024-07-23,Delhivery,Delivered
916,2024-05-13,2024-05-18,XpressBees,Delivered
917,2023-04-17,2023-04-24,DTDC,Delivered
918,2024-12-08,2024-12-15,Blue Dart,Delivered
919,2023-08-26,2023-09-02,Delhivery,Delivered
920,2025-01-18,2025-01-22,XpressBees,Delivered
921,2024-06-07,,Blue Dart,In Transit
922,,,DTDC,Pending
923,2023-04-04,2023-04-06,DTDC,Delivered
924,2023-08-23,2023-08-27,Blue Dart,Delivered
925,2024-08-24,2024-08-26,Ecom Express,Delivered
926,2023-10-18,2023-10-24,DTDC,Delivered
927,2025-04-05,2025-04-07,XpressBees,Delivered
928,2023-01-26,2023-01-31,Ecom Express,Delivered
929,2024-05-01,2024-05-03,Ekart,Delivered
930,2023-06-01,2023-06-04,Delhivery,Delivered
931,2024-02-24,2024-02-28,Delhivery,Delivered
932,2023-01-04,,Ekart,In Transit
933,,,Ekart,Pending
934,2024-09-09,2024-09-16,DTDC,Delivered
935,2024-05-30,,Ekart,In Transit
936,2024-10-18,,Ekart,In Transit
937,2025-06-19,2025-06-25,XpressBees,Delivered
938,,,Ekart,Pending
939,2023-05-20,,XpressBees,In Transit
940,2024-09-05,,DTDC,In Transit
941,2023-02-10,2023-02-13,Delhivery,Delivered
942,,,DTDC,Pending
943,2023-10-17,,Delhivery,In Transit
944,2023-06-27,2023-07-04,Blue Dart,Delivered
945,2024-07-08,2024-07-15,XpressBees,Delivered
946,2023-12-05,2023-12-08,Blue Dart,Delivered
947,2023-12-30,2024-01-06,Ecom Express,Delivered
948,2024-08-04,,Delhivery,In Transit
949,,,XpressBees,Pending
950,,,Blue Dart,Pending
951,2024-12-30,,DTDC,In Transit
952,2025-03-01,,XpressBees,In Transit
953,2023-12-02,2023-12-08,Ekart,Delivered
954,2024-09-25,2024-10-02,Blue Dart,Delivered
955,2023-10-20,2023-10-22,XpressBees,Delivered
956,2023-05-26,2023-05-28,DTDC,Delivered
957,2024-02-23,,Ekart,In Transit
958,,,Blue Dart,Pending
959,2023-08-30,2023-09-05,Ecom Express,Delivered
960,2023-10-07,2023-10-12,Ekart,Delivered
961,,,XpressBees,Pending
962,2024-05-05,2024-05-12,XpressBees,Delivered
963,2025-05-30,,DTDC,In Transit
964,2024-10-17,2024-10-19,Blue Dart,Delivered
965,2023-10-11,2023-10-13,DTDC,Delivered
966,2023-05-10,,DTDC,In Transit
967,2023-12-22,2023-12-28,Blue Dart,Delivered
968,2025-05-13,,Ekart,In Transit
969,2024-12-31,2025-01-06,DTDC,Delivered
970,,,Blue Dart,Pending
971,,,Ekart,Pending
972,2023-10-18,2023-10-20,Ekart,Delivered
973,2024-11-04,2024-11-09,Delhivery,Delivered
974,2023-03-27,2023-04-02,DTDC,Delivered
975,2023-04-04,2023-04-09,Delhivery,Delivered
976,2024-09-30,2024-10-02,DTDC,Delivered
977,2024-01-03,2024-01-06,Ekart,Delivered
978,2025-03-18,2025-03-21,DTDC,Delivered
979,2024-09-19,2024-09-25,Blue Dart,Delivered
980,2023-04-03,2023-04-07,Ecom Express,Delivered
981,2023-12-23,2023-12-27,DTDC,Delivered
982,2023-09-01,2023-09-04,XpressBees,Delivered
983,2025-03-25,,DTDC,In Transit
984,2024-06-07,,Delhivery,In Transit
985,2023-01-13,2023-01-15,DTDC,Delivered
986,,,Delhivery,Pending
987,2023-04-27,2023-05-04,XpressBees,Delivered
988,2024-07-03,2024-07-10,XpressBees,Delivered
989,2023-10-22,2023-10-27,Blue Dart,Delivered
990,,,Ecom Express,Pending
991,,,Ekart,Pending
992,2023-09-08,2023-09-12,Ekart,Delivered
993,2025-04-17,2025-04-19,Ecom Express,Delivered
994,2024-10-16,,DTDC,In Transit
995,2024-08-19,2024-08-26,Delhivery,Delivered
996,2025-02-07,2025-02-12,DTDC,Delivered
997,2023-10-29,2023-11-02,Ekart,Delivered
998,2023-08-01,2023-08-04,Blue Dart,Delivered
999,2024-10-05,2024-10-07,Ecom Express,Delivered
1000,2023-03-22,2023-03-27,Ecom Express,Delivered
1001,,,Blue Dart,Pending
1002,2024-11-17,2024-11-24,DTDC,Delivered
1003,2024-09-19,,DTDC,In Transit
1004,2024-02-21,,Delhivery,In Transit
1005,2024-09-25,2024-10-01,Ecom Express,Delivered
1006,2023-03-25,2023-03-28,DTDC,Delivered
1007,2024-03-23,,XpressBees,In Transit
1008,2025-02-16,2025-02-19,DTDC,Delivered
1009,2023-11-25,,Delhivery,In Transit
1010,2024-01-01,2024-01-06,Ekart,Delivered
1011,2025-05-04,2025-05-11,Blue Dart,Delivered
1012,2024-06-28,2024-07-03,Ekart,Delivered
1013,2024-12-28,2025-01-03,XpressBees,Delivered
1014,2023-09-14,2023-09-16,Ekart,Delivered
1015,2025-05-21,,Blue Dart,In Transit
1016,2023-01-31,,DTDC,In Transit
1017,2025-02-03,2025-02-05,Ecom Express,Delivered
1018,2024-08-09,2024-08-11,Delhivery,Delivered
1019,2024-12-17,2024-12-22,Delhivery,Delivered
1020,2025-01-26,2025-02-02,Ekart,Delivered
1021,2024-07-24,2024-07-27,Ecom Express,Delivered
1022,2024-09-05,2024-09-11,Ecom Express,Delivered
1023,2024-11-06,2024-11-08,Blue Dart,Delivered
1024,2023-11-16,,Blue Dart,In Transit
1025,,,Ekart,Pending
1026,2024-01-14,2024-01-20,Ekart,Delivered
1027,,,Ekart,Pending
1028,2023-03-17,,Ecom Express,In Transit
1029,2023-12-22,2023-12-27,DTDC,Delivered
1030,2023-06-09,2023-06-11,Delhivery,Delivered
1031,2023-07-10,2023-07-15,DTDC,Delivered
1032,2024-03-10,2024-03-12,Ecom Express,Delivered
1033,2024-04-16,,Ekart,In Transit
1034,2024-05-05,,Delhivery,In Transit
1035,2024-10-29,2024-11-02,Ekart,Delivered
1036,2024-05-04,2024-05-11,Ecom Express,Delivered
1037,2024-11-12,,DTDC,In Transit
1038,2024-06-09,,Delhivery,In Transit
1039,2024-12-10,2024-12-15,Delhivery,Delivered
1040,2025-05-08,,XpressBees,In Transit
1041,2024-06-16,2024-06-23,Ecom Express,Delivered
1042,2024-02-29,,Ekart,In Transit
1043,2024-01-12,2024-01-15,DTDC,Delivered
1044,2024-08-03,2024-08-10,XpressBees,Delivered
1045,2023-02-17,,DTDC,In Transit
1046,2025-04-26,2025-04-28,DTDC,Delivered
1047,2023-07-12,2023-07-18,XpressBees,Delivered
1048,2024-12-16,2024-12-23,DTDC,Delivered
1049,2024-01-26,2024-01-29,Blue Dart,Delivered
1050,2023-03-12,,XpressBees,In Transit
1051,2025-03-20,2025-03-23,Ecom Express,Delivered
1052,2024-04-10,,DTDC,In Transit
1053,2023-11-08,,Ecom Express,In Transit
1054,2025-03-11,2025-03-16,Ekart,Delivered
1055,2025-05-24,,Ekart,In Transit
1056,2025-03-25,,Ekart,In Transit
1057,2024-03-01,2024-03-03,Delhivery,Delivered
1058,2023-05-20,2023-05-22,Blue Dart,Delivered
1059,2024-10-23,2024-10-28,DTDC,Delivered
1060,,,Delhivery,Pending
1061,2025-06-13,2025-06-16,Ecom Express,Delivered
1062,2025-01-21,2025-01-24,DTDC,Delivered
1063,2024-05-24,2024-05-29,Ecom Express,Delivered
1064,2024-06-05,2024-06-07,XpressBees,Delivered
1065,2023-11-26,2023-11-28,Blue Dart,Delivered
1066,2024-09-02,2024-09-08,Blue Dart,Delivered
1067,,,DTDC,Pending
1068,,,Blue Dart,Pending
1069,2023-11-23,2023-11-25,Blue Dart,Delivered
1070,2025-05-11,2025-05-15,Ekart,Delivered
1071,,,Delhivery,Pending
1072,2025-06-02,,XpressBees,In Transit
1073,2024-05-27,2024-05-31,Blue Dart,Delivered
1074,2023-06-29,2023-07-02,DTDC,Delivered
1075,2023-03-03,,Ekart,In Transit
1076,2023-05-28,2023-05-30,Ekart,Delivered
1077,,,Ecom Express,Pending
1078,2023-04-09,2023-04-16,Ekart,Delivered
1079,2024-02-24,2024-02-29,XpressBees,Delivered
1080,2023-05-27,2023-05-29,Ekart,Delivered
1081,2024-12-29,2025-01-03,Ekart,Delivered
1082,2024-10-12,2024-10-19,Ekart,Delivered
1083,2025-01-20,,Ekart,In Transit
1084,2024-01-07,2024-01-10,Ekart,Delivered
1085,2025-04-13,2025-04-15,XpressBees,Delivered
1086,2023-08-19,,Ekart,In Transit
1087,2023-11-23,2023-11-27,Ecom Express,Delivered
1088,,,Delhivery,Pending
1089,2024-06-07,2024-06-12,XpressBees,Delivered
1090,2024-12-01,2024-12-05,Delhivery,Delivered
1091,2025-02-07,2025-02-14,Blue Dart,Delivered
1092,2023-02-17,2023-02-23,DTDC,Delivered
1093,2024-06-04,2024-06-10,Ecom Express,Delivered
1094,2023-12-26,2024-01-02,Ecom Express,Delivered
1095,2024-04-16,2024-04-23,XpressBees,Delivered
1096,2024-08-08,2024-08-12,Ecom Express,Delivered
1097,,,Blue Dart,Pending
1098,,,DTDC,Pending
1099,,,Blue Dart,Pending
1100,2025-06-08,2025-06-14,XpressBees,Delivered
1101,2024-05-17,2024-05-21,Ekart,Delivered
1102,2024-05-19,2024-05-22,Delhivery,Delivered
1103,2025-05-28,2025-05-30,Ekart,Delivered
1104,2025-01-13,,Blue Dart,In Transit
1105,2025-05-12,2025-05-18,XpressBees,Delivered
1106,2023-10-27,2023-10-31,Delhivery,Delivered
1107,2023-03-07,2023-03-13,XpressBees,Delivered
1108,2024-05-12,2024-05-18,DTDC,Delivered
1109,2024-12-11,,XpressBees,In Transit
1110,2024-04-29,,XpressBees,In Transit
1111,2023-11-16,,Blue Dart,In Transit
1112,2024-10-26,2024-10-29,Ekart,Delivered
1113,,,Delhivery,Pending
1114,2024-09-26,2024-10-01,Blue Dart,Delivered
1115,2023-11-28,2023-11-30,Ekart,Delivered
1116,2024-08-26,2024-08-31,Ecom Express,Delivered
1117,2023-09-29,2023-10-04,Delhivery,Delivered
1118,2023-12-25,2023-12-30,Delhivery,Delivered
1119,2025-06-16,,Ekart,In Transit
1120,2024-08-05,2024-08-08,Blue Dart,Delivered
1121,2024-01-19,2024-01-23,XpressBees,Delivered
1122,2023-01-17,2023-01-23,XpressBees,Delivered
1123,2024-08-28,,Delhivery,In Transit
1124,2024-04-05,2024-04-10,Delhivery,Delivered
1125,2023-04-15,2023-04-21,Blue Dart,Delivered
1126,2023-12-18,,DTDC,In Transit
1127,2023-12-18,,Ecom Express,In Transit
1128,2023-06-14,2023-06-17,Ecom Express,Delivered
1129,2023-11-02,2023-11-07,DTDC,Delivered
1130,2023-01-17,2023-01-21,Ecom Express,Delivered
1131,2023-01-13,,Ecom Express,In Transit
1132,2024-08-25,,Ecom Express,In Transit
